zinc_ids,polymer,reactants
CHEMBL4129366,*=Cc1cc(Cl)ccc1C(c1nc(C)sc1C=*)c1cn(Cc2nc(C(=O)Nc3nnn[nH]3)cs2)c(=O)[nH]c1=S,Cc1nc2c(s1)C=Cc1cc(Cl)ccc1C2c1cn(Cc2nc(C(=O)Nc3nnn[nH]3)cs2)c(=O)[nH]c1=S
CHEMBL45803,*=CC(COP(=O)(NC(C)C(=O)OC)Oc1ccc(Br)cc1Br)OC(C=*)n1cc(C)c(=O)[nH]c1=O,COC(=O)C(C)NP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(Br)cc1Br
CHEMBL1334650,*=CC(Cc1ccccc1)N(C(=O)c1ccccc1)C(C)(C=*)C(=O)NCc1cc(F)cc(C(F)(F)F)c1,CC1(C(=O)NCc2cc(F)cc(C(F)(F)F)c2)C=CC(Cc2ccccc2)N1C(=O)c1ccccc1
CHEMBL1979543,*=Cc1ccccc1C1(c2ccccc2C=*)CC(=C)C(=O)O1,C=C1CC2(OC1=O)c1ccccc1C=Cc1ccccc12
CHEMBL3458056,*=CCN(CC=*)c1ccc(CNC(=O)Nc2nnc(C3CC3)s2)cc1,O=C(NCc1ccc(N2CC=CC2)cc1)Nc1nnc(C2CC2)s1
CHEMBL132000,*=Cc1ccccc1C(CNC1CCN(c2nc(NCC=C)nc3c2ncn3CC=C)CC1)c1ccccc1C=*,C=CCNc1nc(N2CCC(NCC3c4ccccc4C=Cc4ccccc43)CC2)c2ncn(CC=C)c2n1
CHEMBL236313,*=CSC1NC(Cl)=C(S(=O)(=O)c2cn(C3CCCN(C)C3)c3ncccc23)N1C=*,CN1CCCC(n2cc(S(=O)(=O)C3=C(Cl)NC4SC=CN34)c3cccnc32)C1
CHEMBL1215332,*=CCC(CC=*)CN(NC(=O)OC(C)(C)C)c1nc(C#N)ncc1Br,CC(C)(C)OC(=O)NN(CC1CC=CC1)c1nc(C#N)ncc1Br
CHEMBL549766,*=CC1CC(C=*)C2C(=O)N(c3ccc(C(=O)Nc4cccc5cccnc45)cc3OC)C(=O)C12,COc1cc(C(=O)Nc2cccc3cccnc23)ccc1N1C(=O)C2C3C=CC(C3)C2C1=O
CHEMBL507715,*=Cc1cccc(O)c1C1OC(C)C(C=*)O1,CC1OC2OC1C=Cc1cccc(O)c12
CHEMBL1333038,*=CC1(N(C(=O)OC)C(C)(C=*)C(=O)NC)CCCCC1,CNC(=O)C1(C)C=CC2(CCCCC2)N1C(=O)OC
CHEMBL1085990,*=CCN(C(=O)C(CCCC)CN(O)C=O)C(C=*)C(=O)Nc1ccccc1,CCCCC(CN(O)C=O)C(=O)N1CC=CC1C(=O)Nc1ccccc1
CHEMBL4126174,*=Cc1cc(Cl)ccc1C(c1nc(NCCOC)sc1C=*)c1cn(C)c(=O)[nH]c1=S,COCCNc1nc2c(s1)C=Cc1cc(Cl)ccc1C2c1cn(C)c(=O)[nH]c1=S
CHEMBL277071,*=CC(COP(=O)(NC(C)C(=O)OC)OCC(Cl)(Cl)Cl)OC(C=*)n1cc(C)c(=O)[nH]c1=O,COC(=O)C(C)NP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)OCC(Cl)(Cl)Cl
CHEMBL1417626,*=CCN(CC(=O)N(Cc1ccc(F)cc1)C(C=*)c1ccc(OC)cc1)C(=O)c1ccc(C)cc1,COc1ccc(C2C=CCN(C(=O)c3ccc(C)cc3)CC(=O)N2Cc2ccc(F)cc2)cc1
CHEMBL379258,*=CCN(C(=O)C(CC1CCCCC1)NCC(=O)O)C(C=*)C(=O)NCc1nc(C(=N)N)co1,N=C(N)c1coc(CNC(=O)C2C=CCN2C(=O)C(CC2CCCCC2)NCC(=O)O)n1
CHEMBL1082690,*=CCN(C(=O)C(CCCC)CN(O)C=O)C(C=*)C(=O)NC1CC1,CCCCC(CN(O)C=O)C(=O)N1CC=CC1C(=O)NC1CC1
CHEMBL3103390,*=Cc1ccccc1N(C(N)=O)c1cc(C(F)(F)F)ccc1C=*,NC(=O)N1c2ccccc2C=Cc2ccc(C(F)(F)F)cc21
CHEMBL541464,*=CC(COP1(=O)Oc2cccc(Cl)c2C(C)O1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(COP3(=O)Oc4cccc(Cl)c4C(C)O3)O2)c(=O)[nH]c1=O
CHEMBL1333934,*=CC(C)N(C(=O)c1ccccc1)C(C=*)(Cc1ccccc1)C(=O)OC,COC(=O)C1(Cc2ccccc2)C=CC(C)N1C(=O)c1ccccc1
CHEMBL1172574,*=CC(CO)OC(C=*)n1cc(C#CCOCCOc2ccc(OC)cc2CCNC(=S)Nc2ccc(Br)cn2)c(=O)[nH]c1=O,COc1ccc(OCCOCC#Cc2cn(C3C=CC(CO)O3)c(=O)[nH]c2=O)c(CCNC(=S)Nc2ccc(Br)cn2)c1
CHEMBL565052,*=CC1CC(C=*)C2C(=O)N(c3ccc(C(=O)Nc4cccc(F)c4)cc3)C(=O)C12,O=C(Nc1cccc(F)c1)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1
CHEMBL1689208,*=CC(=C)C1(C(C=*)C(C)C)CC=C(C(=O)O)CC1,C=C1C=CC(C(C)C)C12CC=C(C(=O)O)CC2
CHEMBL1916974,*=CCC(C(C=*)OC(C)C)N(O)c1ncccc1C,Cc1cccnc1N(O)C1CC=CC1OC(C)C
CHEMBL348374,*=CC(COP(=O)(OCCSC(C)=O)OCCSC(C)=O)OC(C=*)n1cc(F)c(N)nc1=O,CC(=O)SCCOP(=O)(OCCSC(C)=O)OCC1C=CC(n2cc(F)c(N)nc2=O)O1
CHEMBL1372691,*=CC1CC(C=*)C2C(=O)N(CCC(=O)NCCc3ccccc3)C(=O)C12,O=C(CCN1C(=O)C2C3C=CC(C3)C2C1=O)NCCc1ccccc1
CHEMBL3729633,*=CC1C(C(=O)NCCCCN2CCCC2)C(C(=O)NCc2cccc(Br)c2)C(C=*)C12CC2,O=C(NCCCCN1CCCC1)C1C(C(=O)NCc2cccc(Br)c2)C2C=CC1C21CC1
CHEMBL3263003,*=COC(=O)C(C=*)=CCC1C(=C)CCC2C(C)(CO)C(OC(=O)C=Cc3ccccc3)CCC12C,C=C1CCC2C(C)(CO)C(OC(=O)C=Cc3ccccc3)CCC2(C)C1CC=C1C=COC1=O
CHEMBL3633534,*=Cc1ccccc1C(SCC(N)C(=O)O)(c1ccc(C(F)(F)F)cc1)c1ccccc1C=*,NC(CSC1(c2ccc(C(F)(F)F)cc2)c2ccccc2C=Cc2ccccc21)C(=O)O
CHEMBL1972020,*=CC(CC(C=*)C(C(=O)COC(C)(C)C)C(=O)OCC)OC(C)=O,CCOC(=O)C(C(=O)COC(C)(C)C)C1C=CC(OC(C)=O)C1
CHEMBL319963,*=CC(COP1(=O)OCc2cccc(CCC(=O)OCc3ccccc3)c2O1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(COP3(=O)OCc4cccc(CCC(=O)OCc5ccccc5)c4O3)O2)c(=O)[nH]c1=O
CHEMBL1086868,*=CC(CC[PH](=O)O)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(CC[PH](=O)O)O2)c(=O)[nH]c1=O
CHEMBL1916824,*=CCC(C(C=*)OC)N(O)c1ccc(Br)cn1,COC1C=CCC1N(O)c1ccc(Br)cn1
CHEMBL3598191,*=CC(COP(=O)(O)OP(=O)(OCc1ccc(OC(C)=O)cc1)OCc1ccc(OC(=O)CCCCCCCCC)cc1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,CCCCCCCCCC(=O)Oc1ccc(COP(=O)(OCc2ccc(OC(C)=O)cc2)OP(=O)(O)OCC2C=CC(n3cc(C)c(=O)[nH]c3=O)O2)cc1
CHEMBL1083648,*=CCC1C(C=*)c2cc(CC(=O)O)ccc2NC1c1ccc(Cl)cc1Cl,O=C(O)Cc1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2
CHEMBL1974641,*=CC(COS(N)(=O)=O)CC(C=*)n1cnc2c(NC)ncnc21,CNc1ncnc2c1ncn2C1C=CC(COS(N)(=O)=O)C1
CHEMBL3598193,*=CC(COP(=O)(O)OP(=O)(OCc1ccc(OC(C)=O)cc1)OCc1ccc(OC(=O)c2ccc(C(F)(F)F)cc2)cc1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,CC(=O)Oc1ccc(COP(=O)(OCc2ccc(OC(=O)c3ccc(C(F)(F)F)cc3)cc2)OP(=O)(O)OCC2C=CC(n3cc(C)c(=O)[nH]c3=O)O2)cc1
CHEMBL1858204,*=CC(C)N(Cc1coc(-c2ccc(OC)cc2)n1)C(C)C=*,COc1ccc(-c2nc(CN3C(C)C=CC3C)co2)cc1
CHEMBL1734209,*=CC1CC(C=*)C(C(=O)OCC(=O)NCc2ccccc2Cl)C1,O=C(COC(=O)C1CC2C=CC1C2)NCc1ccccc1Cl
CHEMBL3732870,*=CC1C(C(=O)NCCc2ccccn2)C(C(=O)Nc2ccc(Br)cc2)C(C=*)C12CC2,O=C(NCCc1ccccn1)C1C(C(=O)Nc2ccc(Br)cc2)C2C=CC1C21CC1
CHEMBL3103393,*=Cc1ccccc1N(C(N)=O)c1cc(N(C)C)ccc1C=*,CN(C)c1ccc2c(c1)N(C(N)=O)c1ccccc1C=C2
CHEMBL3733946,*=CC1C(C(=O)NCCCCN2CCCC2)C(C(=O)Nc2ccc(OC)nc2)C(C=*)C12CC2,COc1ccc(NC(=O)C2C(C(=O)NCCCCN3CCCC3)C3C=CC2C32CC2)cn1
CHEMBL396517,*=Cc1ccccc1C1(C=*)CCN(CCC(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2csc(N)n2)CC1,Nc1nc(C(CCN2CCC3(C=Cc4ccccc43)CC2)C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cs1
CHEMBL4097205,*=Cc1ccccc1N(C(=O)N1CCN(c2ccccc2OC)CC1)c1ccccc1C=*,COc1ccccc1N1CCN(C(=O)N2c3ccccc3C=Cc3ccccc32)CC1
CHEMBL3730675,*=CC1C(C(=O)Nc2ccc(Br)cc2)C(C(=O)NC2CCN(Cc3ccccc3)CC2)C(C=*)C12CC2,O=C(Nc1ccc(Br)cc1)C1C(C(=O)NC2CCN(Cc3ccccc3)CC2)C2C=CC1C21CC1
CHEMBL1858758,*=CC(C)N(Cc1coc(-c2ccccc2Cl)n1)C(C)C=*,CC1C=CC(C)N1Cc1coc(-c2ccccc2Cl)n1
CHEMBL238028,*=CCC(OC=*)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,O=C1c2ccccc2C(=O)N1c1ccc(C2CC=CO2)cc1
CHEMBL3730609,*=CC1C(C(=O)Nc2ccc(Br)cc2)C(C(=O)NC2CC2)C(C=*)C12CC2,O=C(Nc1ccc(Br)cc1)C1C(C(=O)NC2CC2)C2C=CC1C21CC1
CHEMBL1608088,*=CCN(C(=O)c1ccccc1)C(C)(C=*)C(=O)NCCCNc1ncc(C(F)(F)F)cc1Cl,CC1(C(=O)NCCCNc2ncc(C(F)(F)F)cc2Cl)C=CCN1C(=O)c1ccccc1
CHEMBL1449753,*=CC1CC(C=*)C2C(=O)N(CCC(=O)N(CCCC)Cc3ccccc3)C(=O)C12,CCCCN(Cc1ccccc1)C(=O)CCN1C(=O)C2C3C=CC(C3)C2C1=O
CHEMBL3139160,*=CSC1=NC(c2cc3cc(N)ccc3s2)CN1C=*,Nc1ccc2sc(C3CN4C=CSC4=N3)cc2c1
CHEMBL1916978,*=CC(CC(C=*)N(O)c1cc(C)on1)OC(C)(C)C,Cc1cc(N(O)C2C=CC(OC(C)(C)C)C2)no1
CHEMBL505013,*=Cc1ccccc1N(C(=O)NS(C)(=O)=O)c1ccccc1C=*,CS(=O)(=O)NC(=O)N1c2ccccc2C=Cc2ccccc21
CHEMBL489662,*=CC(COP1(=O)OCc2cc(C(OC(=O)C(C)C)OC(=O)C(C)C)cc(C)c2O1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cc(C(OC(=O)C(C)C)OC(=O)C(C)C)cc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2
CHEMBL2269658,*=COC1OC(C2CCCCC2)CC1(O)C=*,OC12C=COC1OC(C1CCCCC1)C2
CHEMBL272391,*=CCC(C(=O)NC)C(C=*)n1cnc2c(NC3CC3)ncnc21,CNC(=O)C1CC=CC1n1cnc2c(NC3CC3)ncnc21
CHEMBL561859,*=CCC(CC=*)Cn1c(Sc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,CC(C)c1c(Sc2ccccc2)n(CC2CC=CC2)c(=O)[nH]c1=O
CHEMBL3263004,*=COC(=O)C(C=*)=CCC1C(=C)CCC2C(C)(CO)C(OC(=O)C=Cc3cc(OC)c(OC)c(OC)c3)CCC12C,C=C1CCC2C(C)(CO)C(OC(=O)C=Cc3cc(OC)c(OC)c(OC)c3)CCC2(C)C1CC=C1C=COC1=O
CHEMBL1981240,*=CC(CO)OC(C=*)c1nc(C(N)=O)cs1,NC(=O)c1csc(C2C=CC(CO)O2)n1
CHEMBL1493308,*=CC(C)N(C(C)=O)C(C=*)(Cc1ccccc1)C(=O)NCCc1c[nH]c2ccccc12,CC(=O)N1C(C)C=CC1(Cc1ccccc1)C(=O)NCCc1c[nH]c2ccccc12
CHEMBL3191358,*=CC=C(C(=C)CCC(C)C(C)(CC=*)CCC1=CCOC1=O)C(=O)O,C=C1CCC(C)C(C)(CCC2=CCOC2=O)CC=CC=C1C(=O)O
CHEMBL1400190,*=CCN(C(=O)c1ccccc1)C(C=*)(CC(C)C)C(=O)NCCc1c[nH]c2ccccc12,CC(C)CC1(C(=O)NCCc2c[nH]c3ccccc23)C=CCN1C(=O)c1ccccc1
CHEMBL97159,*=CC(COP1(=O)OCc2cc(CCC(=O)OC(C)(C)C)ccc2O1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(COP3(=O)OCc4cc(CCC(=O)OC(C)(C)C)ccc4O3)O2)c(=O)[nH]c1=O
CHEMBL1881974,*=CC1OC2(C=*)C(C(=O)N(Cc3cccnc3)C2C(=O)NC2CCCCC2)C1C(=O)Nc1ccc(OCC)cc1,CCOc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(Cc2cccnc2)C4C(=O)NC2CCCCC2)cc1
CHEMBL3220570,*=CC(CC(C=*)n1ccc(=O)n(Cc2ccccc2)c1=O)OC(=O)c1cc(Cl)cc(Cl)c1,O=C(OC1C=CC(n2ccc(=O)n(Cc3ccccc3)c2=O)C1)c1cc(Cl)cc(Cl)c1
CHEMBL2326685,*=CCNCC(CC=*)c1ccc(Cl)c(C)c1,Cc1cc(C2CC=CCNC2)ccc1Cl
CHEMBL453713,*=CC(C)CCC(=O)C(=C)CCC(C=*)C(C)(C)O,C=C1CCC(C(C)(C)O)C=CC(C)CCC1=O
CHEMBL1859633,*=CC(C)N(Cc1coc(-c2ccccc2OCC)n1)C(C)C=*,CCOc1ccccc1-c1nc(CN2C(C)C=CC2C)co1
CHEMBL388869,*=Cc1ccccc1C1(C=*)CCN(CCC(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2csc(NC(=O)c3ccccc3)n2)CC1C,CC1CN(CCC(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2csc(NC(=O)c3ccccc3)n2)CCC12C=Cc1ccccc12
CHEMBL2326686,*=CCNCC(CC=*)c1ccc(F)c(Cl)c1,Fc1ccc(C2CC=CCNC2)cc1Cl
CHEMBL1374753,*=CCN(CC(=O)N(Cc1ccc(F)cc1)C(C=*)c1ccc(OC)cc1)C(=O)C1CCCCC1,COc1ccc(C2C=CCN(C(=O)C3CCCCC3)CC(=O)N2Cc2ccc(F)cc2)cc1
CHEMBL3286425,*=Cc1ccc(NC(=O)c2cc(Cl)ccc2OCCN)cc1S(=O)(=O)C=*,NCCOc1ccc(Cl)cc1C(=O)Nc1ccc2c(c1)S(=O)(=O)C=C2
CHEMBL2420146,*=CC=NC(C=*)=C(c1ccc[nH]1)c1c(Cl)cccc1Cl,Clc1cccc(Cl)c1C(=C1C=CC=N1)c1ccc[nH]1
CHEMBL191574,*=CC1CC(C=*)C2C(=O)N(OCCCN3CCN(c4ccccn4)CC3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1OCCCN1CCN(c2ccccn2)CC1
CHEMBL215785,*=CNC(NS(=O)(=O)c1ccc(N=Cc2cc(C(=O)O)cc3c2OCOC3)cc1)SC=*,O=C(O)c1cc(C=Nc2ccc(S(=O)(=O)NC3NC=CS3)cc2)c2c(c1)COCO2
CHEMBL205343,*=CC(CO)CC(C=*)n1cnc2c(NC3CC3)nc(N=C(c3ccccc3)c3ccc(Br)cc3)nc21,OCC1C=CC(n2cnc3c(NC4CC4)nc(N=C(c4ccccc4)c4ccc(Br)cc4)nc32)C1
CHEMBL557643,*=CCC(CC=*)Cn1c(C(=O)c2ccccc2)c(C(C)C)c(=O)[nH]c1=O,CC(C)c1c(C(=O)c2ccccc2)n(CC2CC=CC2)c(=O)[nH]c1=O
CHEMBL3902670,*=Cc1ccccc1C1(C=*)CCN(C(=O)C(NC(=O)C(CC2CCCCC2)NC(=O)c2cc(N)no2)C(C)CC)CC1,CCC(C)C(NC(=O)C(CC1CCCCC1)NC(=O)c1cc(N)no1)C(=O)N1CCC2(C=Cc3ccccc32)CC1
CHEMBL3729293,*=CC1C(C(=O)Nc2ccc(Br)cc2)C(C(=O)N(CC)CCN(CC)CC)C(C=*)C12CC2,CCN(CC)CCN(CC)C(=O)C1C(C(=O)Nc2ccc(Br)cc2)C2C=CC1C21CC1
CHEMBL561982,*=CCC(CC=*)Cn1c(C(=O)c2cc(C)cc(C)c2)c(C(C)C)c(=O)[nH]c1=O,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC=CC2)c1
CHEMBL3813795,*=CC(=CCC1(C)C(OC(C)=O)CC2(C(=O)O)C(C(C)C)CCC2C1C=*)COC(C)=O,CC(=O)OCC1=CCC2(C)C(OC(C)=O)CC3(C(=O)O)C(C(C)C)CCC3C2C=C1
CHEMBL384655,*=CC(COS(=O)(=O)NC(=O)c1ccccc1O)CC(C=*)n1cnc2ncnc(N)c21,Nc1ncnc2ncn(C3C=CC(COS(=O)(=O)NC(=O)c4ccccc4O)C3)c12
CHEMBL1916215,*=CCC(C(=O)N(O)CC=*)N(CCN1CCOCC1)S(=O)(=O)c1ccc(C#Cc2ccc(C)cc2)s1,Cc1ccc(C#Cc2ccc(S(=O)(=O)N(CCN3CCOCC3)C3CC=CCN(O)C3=O)s2)cc1
CHEMBL24118,*=CC(CC(C=*)n1cnc2c(=O)[nH]c(N)nc21)OCP(=O)(O)OP(=O)(O)C(F)(F)P(=O)(O)O,Nc1nc2c(ncn2C2C=CC(OCP(=O)(O)OP(=O)(O)C(F)(F)P(=O)(O)O)C2)c(=O)[nH]1
CHEMBL3958114,*=Cc1ccccc1C1(C=*)CCN(C(=O)C(NC(=O)C(CC2CCCCC2)NC(=O)CC(O)CN)C(C)CC)CC1,CCC(C)C(NC(=O)C(CC1CCCCC1)NC(=O)CC(O)CN)C(=O)N1CCC2(C=Cc3ccccc32)CC1
CHEMBL388675,*=Cc1ccccc1C1(C=*)CCN(C2CCC(SC)(C(=O)NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1C,CSC1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC3(C=Cc4ccccc43)C(C)C2)C1
CHEMBL74963,*=CCN(CC=*)CC(C(C)C)N(C)C(=O)Cc1ccc(Cl)cc1,CC(C)C(CN1CC=CC1)N(C)C(=O)Cc1ccc(Cl)cc1
CHEMBL103996,*=CC(COP(=O)(OCC(=O)OC)Oc1ccccc1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,COC(=O)COP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccccc1
CHEMBL3828620,*=CC1OC(C=*)(COC(=O)c2ccccc2)c2cc3ccccc3cc21,O=C(OCC12C=CC(O1)c1cc3ccccc3cc12)c1ccccc1
CHEMBL4070556,*=CC(CC(C=*)n1cc(Br)c(=O)[nH]c1=O)OC(=O)c1ccccc1,O=C(OC1C=CC(n2cc(Br)c(=O)[nH]c2=O)C1)c1ccccc1
CHEMBL2139599,*=CCN(C(=O)CCCC)C(C)C(=O)N(Cc1ccc(F)cc1)C(C=*)c1ccc(OC)cc1,CCCCC(=O)N1CC=CC(c2ccc(OC)cc2)N(Cc2ccc(F)cc2)C(=O)C1C
CHEMBL1213714,*=Cc1ccc(S(=O)(=O)NCCc2ccc(OC)cc2)cc1S(=O)(=O)C=*,COc1ccc(CCNS(=O)(=O)c2ccc3c(c2)S(=O)(=O)C=C3)cc1
CHEMBL3277976,*=CC1CC(C=*)C(CNC(=O)NS(=O)(=O)N2CCC(CCNC(=O)c3scnc3C)CC2)C1,Cc1ncsc1C(=O)NCCC1CCN(S(=O)(=O)NC(=O)NCC2CC3C=CC2C3)CC1
CHEMBL511905,*=CSC1N=CC(C(=O)c2c(O)c(OC)c3occc3c2OC)=CN1C=*,COc1c(C(=O)C2=CN3C=CSC3N=C2)c(O)c(OC)c2occc12
CHEMBL482589,*=CC(C)C1CC2(C)CCC3(C)CCC(C(=C)C)C3C2CC=C(C(=O)O)C1C=*,C=C(C)C1CCC2(C)CCC3(C)CC4C(C)C=CC4C(C(=O)O)=CCC3C12
CHEMBL606885,*=CC(COP1(=O)OCc2cccc(C)c2O1)CC(C=*)n1cnc2c(NC3CC3)nc(N)nc21,Cc1cccc2c1OP(=O)(OCC1C=CC(n3cnc4c(NC5CC5)nc(N)nc43)C1)OC2
CHEMBL1512502,*=CCNC(C(=O)N(Cc1ccc(C)cc1)C(C=*)c1ccc(CC)cc1)c1ccccc1,CCc1ccc(C2C=CCNC(c3ccccc3)C(=O)N2Cc2ccc(C)cc2)cc1
CHEMBL81995,*=Cc1ccccc1N(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(O)cc1C=*,Nc1nc(N)c2nc(CN3c4ccccc4C=Cc4cc(O)ccc43)cnc2n1
CHEMBL4125913,*=Cc1cc(Cl)ccc1C(c1nc(N)sc1C=*)c1cn(C)c(=O)[nH]c1=S,Cn1cc(C2c3ccc(Cl)cc3C=Cc3sc(N)nc32)c(=S)[nH]c1=O
CHEMBL3916411,*=Cc1ccccc1C1(C=*)CCN(C(=O)C(NC(=O)C(CC2CCCCC2)NC(=O)c2c[nH]cn2)C(C)CC)CC1,CCC(C)C(NC(=O)C(CC1CCCCC1)NC(=O)c1c[nH]cn1)C(=O)N1CCC2(C=Cc3ccccc32)CC1
CHEMBL2326690,*=CCNCC(CC=*)c1cc2ccccc2o1,C1=CCC(c2cc3ccccc3o2)CNC1
CHEMBL3729706,*=CC1C(C(=O)NCCCCN2CCCC2)C(C(=O)NCc2cccc(OC(F)F)c2)C(C=*)C12CC2,O=C(NCCCCN1CCCC1)C1C(C(=O)NCc2cccc(OC(F)F)c2)C2C=CC1C21CC1
CHEMBL569802,*=Cc1ncc(N2CCCCC2)cc1C(O)c1cccc(C#N)c1C=*,N#Cc1cccc2c1C=Cc1ncc(N3CCCCC3)cc1C2O
CHEMBL1387881,*=CC1CC(C=*)C2C(=O)N(CC(=O)NCc3ccc4c(c3)OCO4)C(=O)C12,O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)NCc1ccc2c(c1)OCO2
CHEMBL4163698,*=CC1CC(C=*)C2CN(C(=O)C3CCCCC3)CC12,O=C(C1CCCCC1)N1CC2C3C=CC(C3)C2C1
CHEMBL3730306,*=CC1C(C(=O)Nc2ccc(Br)cc2)C(C(=O)NC2CCN(C(=O)OC(C)(C)C)CC2)C(C=*)C12CC2,CC(C)(C)OC(=O)N1CCC(NC(=O)C2C(C(=O)Nc3ccc(Br)cc3)C3C=CC2C32CC2)CC1
CHEMBL4126749,*=Cc1cc(C)ccc1C(c1ccc(C)cc1C=*)c1cn(C)c(=O)[nH]c1=S,Cc1ccc2c(c1)C=Cc1cc(C)ccc1C2c1cn(C)c(=O)[nH]c1=S
CHEMBL609566,*=CCC1C2CCc3cc(O)c(OC)cc3C2CCC1(C)C=*,COc1cc2c(cc1O)CCC1C2CCC2(C)C=CCC12
CHEMBL1916211,*=CCC(C(=O)N(O)CC=*)N(CCN1CCCCC1)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,O=C1C(N(CCN2CCCCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O
CHEMBL2269864,*=CCCN(C=*)C(=O)C(C)C(=O)C(C)c1cccc(Oc2ccccc2)c1,CC(C(=O)C(C)c1cccc(Oc2ccccc2)c1)C(=O)N1C=CCC1
CHEMBL1540972,*=CC1CC(C=*)C2C(=O)N(C(C)NC(=O)Nc3nnc(C(F)(F)F)s3)C(=O)C12,CC(NC(=O)Nc1nnc(C(F)(F)F)s1)N1C(=O)C2C3C=CC(C3)C2C1=O
CHEMBL2426306,*=CC(OC(C)(C=*)CC(C)CC)=C1C(=O)OC(CC(=O)OC)C1=O,CCC(C)CC1(C)C=CC(=C2C(=O)OC(CC(=O)OC)C2=O)O1
CHEMBL317936,*=CCCC(C=*)CCN1CCC(C)(c2cccc(O)c2)C(C)C1,CC1CN(CCC2C=CCC2)CCC1(C)c1cccc(O)c1
CHEMBL3693950,*=Cc1ccccc1C(CC(=O)OCCCN(CC)CC)c1ccccc1C=*,CCN(CC)CCCOC(=O)CC1c2ccccc2C=Cc2ccccc21
CHEMBL569763,*=CC=C(C=*)OC=CC(=O)Nc1nc2ccc(C)cc2s1,Cc1ccc2nc(NC(=O)C=COC3=CC=C3)sc2c1
CHEMBL180407,*=CCN(C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(C=*)C(=O)NCCCCC(=O)O,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CC=CC2C(=O)NCCCCC(=O)O)cc1
CHEMBL207981,*=CCN(C(=O)C(CC1CCCCC1)NCC(=O)O)C(C=*)C(=O)NCc1cc(C)c(C(=N)N)s1,Cc1cc(CNC(=O)C2C=CCN2C(=O)C(CC2CCCCC2)NCC(=O)O)sc1C(=N)N
CHEMBL3188698,*=CC1CC(C=*)C(CCNC(=O)c2ccc(OC)c(OC3CCN(C(C)C)CC3)c2)C1,COc1ccc(C(=O)NCCC2CC3C=CC2C3)cc1OC1CCN(C(C)C)CC1
CHEMBL70096,*=Cc1ccccc1C1(C=*)CCN(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)O)CC1,NCCCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)N1CCC2(C=Cc3ccccc32)CC1)C(=O)O
CHEMBL1491472,*=CC1CC(C=*)C2C(=O)N(CCC(=O)NCc3cccnc3)C(=O)C12,O=C(CCN1C(=O)C2C3C=CC(C3)C2C1=O)NCc1cccnc1
CHEMBL2392514,*=CC1OC(C=*)(CC)C(c2cccc(F)c2)C1C(=O)c1ccccc1,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1cccc(F)c1
CHEMBL4125784,*=Cc1cc(Cl)ccc1C(c1nc(NCCc2ccccc2)sc1C=*)c1cn(C)c(=O)[nH]c1=S,Cn1cc(C2c3ccc(Cl)cc3C=Cc3sc(NCCc4ccccc4)nc32)c(=S)[nH]c1=O
